,Acidity,Weight,Length,Appearance,Tannin,Ripeness,Sweetness,Country_of_Origin,Firmness,Grade,Price
13,7.764512455267319,150.12694887764826,48.19381609456497,4.741113732560593,10.074080481666108,7.658175733002917,6.8342960545349785,Ecuador,0.008025257023377752,C,20022.860306146486
14,7.905469379651148,149.31241868055932,50.32528480733279,5.8592517808409985,5.675323873604109,6.257761850829875,6.358486572823002,Costa Rica,0.9497587131206909,B,19966.543540308547
15,6.966244428318051,148.92376237668478,50.334585886931166,5.144058544111577,7.818754064976697,7.032942934332507,4.51223606592586,Ecuador,0.36427916853137665,C,19956.599937198494
16,7.266458856845964,148.61889152666103,50.308719413041246,5.27399323102661,6.699035707931833,7.670413852448856,6.30856338217202,Ecuador,0.4712924252070204,A,20054.65901594025
17,7.236942874772882,148.76092110428635,50.03860111694049,3.706724191153184,8.039273893439463,7.386894071975925,6.061474524583957,Costa Rica,0.7961007020952922,C,20059.887213011523
18,8.35578975770433,151.90442028476053,49.66962637156096,5.554025428276462,8.84948187211293,6.277607205114457,5.947350006357881,Ecuador,0.812636921741643,B,20017.28366835942
19,8.389144469457168,150.410200622691,51.297460900221786,6.520067337587875,7.523881385806519,6.439530206113338,6.958250452638876,Ecuador,0.9246281660334814,A,20070.871615863063
20,7.3987906172397695,150.91325302197242,49.987249689496444,5.500729977731657,9.270223302061984,5.8113679603097195,6.453392291874156,Ecuador,0.9336747249111255,C,19870.026353826237
21,7.601857148446045,150.2355781356316,50.070490157157536,6.416379793792321,8.391204295736376,6.541175953844365,6.41813245394903,Ecuador,0.4777168633687444,B,19920.15001545604
22,7.507309186878393,148.3380892876162,48.864762581195166,3.2613402086053993,9.121624915327912,7.282853854022294,6.372444105316128,Ecuador,0.9284834303435993,B,19967.03711333411
23,8.061784026824204,151.93613963704166,49.107700201605326,4.1698019260561185,7.971713036912019,5.755722602934464,6.364071426220812,Costa Rica,0.6560680100085565,A,20065.762705477617
24,10.092993642980097,148.84876284273727,49.719202664879,4.828059596869607,7.90621329658602,6.644589761200355,5.621570231674728,Colombia,0.84587654531466,C,19939.51197249896
25,7.9390596691713995,151.09596091606943,49.51861195220697,6.125099567937947,5.391558812220785,7.216645938463584,6.3933430108955855,Ecuador,0.5633073580925235,A,19942.396844682175
26,8.052956173547997,149.71334031581557,50.45029679486469,3.9977648846182223,10.021169675014779,8.071382918251278,6.355184992936214,Ecuador,0.02861436129401973,C,20011.64214661274
27,7.679542542620195,149.18058406143214,50.16286350105563,4.005744095247479,6.628013451131995,6.790412383369078,6.61660291589123,Costa Rica,0.605638887476707,C,19862.681644273547
28,8.08892141042357,149.02012294028125,50.57977948176902,3.2525180971099257,7.65047142519091,7.470522235579109,5.9869558365739515,Costa Rica,0.8065696590456735,C,19936.015612597857
29,8.179794953819894,151.39883031367825,49.094096678247595,4.0626267848707975,9.074401975763351,6.257675905143908,4.025152438681096,Ecuador,0.6805478928534063,A,20008.017690433502
30,7.296846703081765,149.9845471233263,47.78018025547977,3.9582956715567326,11.217203607497332,6.642264153307398,6.376292981945873,Ecuador,0.9868664213186583,C,20028.878270568614
31,8.12069410478154,149.290277139956,50.38259065879584,4.561338222076165,9.698062967030438,7.589873215989355,4.781577713101172,Ecuador,0.4227347341130061,C,19898.246679931053
32,8.738550309128026,150.18891906766908,51.452017222305635,2.3193105477358507,7.371225960619023,6.628833192086586,6.65705943297477,Ecuador,0.6885624836488119,C,20002.63120557932
33,9.418896479659384,148.27304851260018,50.171386749032955,4.764225194796431,7.491538300345164,7.461046368692039,7.271161624825245,Ecuador,0.6111628771932633,C,19880.98730172396
34,6.230152494805738,150.0592035366643,50.57123415324787,4.155390138221042,5.175874308743637,6.722327279469304,6.491101849234408,Ecuador,0.7868296125557411,B,19997.248330074217
35,7.661558666693781,149.3293447229805,50.04216292034707,5.439734446289046,6.326212125661359,6.69810561028533,5.881030957649327,Ecuador,0.39764045617258426,A,20033.045012627255
36,7.3607213826910405,150.64681064474317,48.536334356519795,4.605801985470697,7.785545162949427,5.505463570108009,7.022332968727491,Ecuador,0.8570587676933744,C,20043.773180776374
37,8.72024460438979,148.34048667705198,49.55815085493694,4.688534910475554,7.5505971588478324,6.299820223978532,5.916736889155397,Costa Rica,0.7428182600254515,B,19913.058438483582
38,6.6049693114746955,149.48126162341092,49.846466019297225,4.2743175019957125,8.763559853673108,7.134925613098752,6.128408480337179,Colombia,0.8553796211124504,B,19903.805266341627
39,10.119954129984732,149.35269570533137,49.62937665755685,5.259426805192073,5.47699659394624,6.449179006795347,6.138754333337213,Ecuador,0.5302645178125203,C,19994.610226841753
40,7.990748621662987,149.4074748228327,53.065150905019536,5.818155190717282,7.77834376327262,6.6523544021557575,6.721890020965429,Ecuador,0.3813982639086453,C,20079.9744749117
41,8.128757388586191,148.59730286413154,49.50940865658115,3.8464528497215023,5.835145537621026,6.677323569059645,7.298059760524501,Ecuador,0.4563007001880397,A,20158.76469275408
42,7.544273885598951,150.18078766622628,50.800089324012575,3.693147464544257,9.033413393990777,7.869647597865413,6.804887889754249,Ecuador,0.529845077771367,C,19910.72216786904
43,8.560750183018742,150.43988233222308,51.410373111582985,5.004872850466884,6.115624757787993,5.894568659031084,5.862599747573951,Ecuador,0.6077933706506338,A,19968.049171029274
44,6.755794698436396,146.53596284198662,48.07298845321351,5.359030512611744,6.347396853919251,6.234710589123091,6.13175584271168,Ecuador,0.9653685050970209,A,19964.612815508885
45,6.733253357231976,149.627836548066,51.554136087141664,3.865811744499343,8.14090304614235,6.688564219463085,5.648666004706016,Ecuador,0.42291983105177144,A,20018.359084043102
46,8.995676580979923,148.5369273876432,49.81058945354131,4.791868144929974,9.621036590165573,7.469612839703945,7.1054149210077835,Ecuador,0.5164206209287322,A,19919.689556223915
47,9.206329454861322,148.96295348860585,49.6028714407177,5.621670296143925,9.196790875818913,5.642489461493353,6.414964062301083,Ecuador,0.7592519551682428,A,20068.659398961016
48,6.2402489637629595,150.3275923212002,49.93291457334178,4.691121422129238,9.365800316076626,6.027163467164459,6.018194135802698,Ecuador,0.22158481064863345,B,20068.593373650787
49,6.031927878088806,150.75948393719705,48.129099388261494,2.990840280989364,9.514076278655173,6.52066336727639,6.25776323757621,Colombia,0.6094416444567133,A,20018.387765214895
50,7.122207234936047,151.0912092820459,49.47453915832112,6.3242733872951105,10.297227944222403,6.1716901907174195,4.782363416727998,Ecuador,0.025039574458682434,C,19884.278693850825
51,6.920139732756496,150.56953106302626,50.51266478323436,4.2089411071063285,8.552152112165645,7.334181764837959,6.349422001790164,Ecuador,0.5201184073130266,A,20083.59986075702
52,7.936425934220942,149.1017701882499,50.158356987834765,5.296652651062327,7.019599352494377,5.985884671606741,6.410141611670781,Ecuador,0.457052916971849,B,20005.17707880295
53,8.934659395458235,147.6558631102743,50.385194964255795,4.580007484296266,6.420739618560242,7.50521336954917,6.94748644048684,Ecuador,0.11509854720642343,A,19803.813930765526
54,8.40004356223687,149.26635954118058,48.824061636140435,5.287187420837959,8.710658950952249,5.863477579504627,5.671417164493931,Ecuador,0.7865366319552116,B,20000.73167094257
55,9.0885857955726,149.94767529098823,49.543863811710764,5.093678543773714,7.561375601199563,7.836240039410106,6.644908500421247,Ecuador,0.8625106867346797,B,20039.42000848926
56,7.330847117235617,147.38300396212645,49.899113214778396,4.7412907295824205,8.170918184352836,6.2455553136296,5.737559870691145,Colombia,0.5914137550891339,A,20061.230163471206
57,8.833520029715563,151.39674548088487,49.93042932353628,3.949571774365854,7.701503540877068,7.463326114010932,6.347873895064019,Ecuador,0.7683763858869879,A,19902.77678905645
58,8.83809252556279,149.8894148875849,50.90756443399796,4.489302903143084,6.414881630835841,6.73548348500618,4.959847770422877,Ecuador,0.09585429195787332,A,19915.174806180297
59,8.753996822891857,150.87882150596633,49.05423808063086,5.276837249259154,8.010544365644929,6.647907218401012,5.775595848301032,Ecuador,0.9939382721138617,C,19943.30479880826
60,7.195701785182067,151.24744837486386,51.0153458918666,4.599176279365436,8.70819515168762,5.720874403610681,6.865761896905282,Ecuador,0.6767163931471686,B,20108.746606741963
61,8.60342345466489,151.48113115450482,50.23832742184744,5.643851147522996,8.33264908501352,6.3406783454392714,7.392719641958429,Costa Rica,0.9843424016014678,A,19901.895859183674
62,7.568697636617996,150.45854927434846,49.215654397947716,4.646898734510957,10.110236047376501,7.501347435261265,5.34331212319157,Colombia,0.2514529947935922,C,19935.876531452766
63,9.726714646229448,150.40054202562328,49.00737384109743,4.3821718353748205,7.184098809529654,6.6974846365269025,6.836815401175195,Ecuador,0.7183389116600711,A,20061.42389413373
64,8.40003055767188,150.39021243691826,48.95972543006473,4.095551297264108,6.519703948857925,6.57972006744285,6.035444068746969,Ecuador,0.09214667466168858,A,20007.096284861018
65,6.454958157113365,148.72614376669333,49.74707513436073,6.066222223578606,8.431873429348576,6.639714964425034,7.091888992331667,Ecuador,0.7620606028135409,B,19889.426032675874
66,9.875929668017582,149.11434128980952,49.593110147681,4.2461975078761505,7.3026406102576615,6.110739313688422,6.122546404934711,Ecuador,0.2303091135517129,C,19927.8224978859
67,8.173360787071953,148.78170380082864,50.66628502651666,5.396097504032504,7.203267033039677,5.997671810120771,6.519934558467092,Ecuador,0.3716309874428815,A,20141.34012006318
68,9.182392147266707,151.12269929329622,50.64110496715896,3.5329991024826812,8.522773604926577,7.105447652679445,6.186486950765372,Costa Rica,0.6942690329143552,C,19953.953350907337
69,9.991298928687884,149.90217475452948,49.56733499690465,5.481822519011434,6.338364485347013,6.286423746959608,6.737342606898363,Colombia,0.245763880888339,B,19910.370408694584
70,6.576666285748721,148.56763270470594,50.90823810917157,6.411231161719779,7.35829541845631,6.15236318680369,5.327869815168354,Ecuador,0.7484918260785343,A,19943.17367157698
71,7.4773887572337365,150.539768686827,50.869710453363794,5.120433505045981,9.502227865357304,6.203330415822934,6.6120823049478545,Costa Rica,0.14296366353412826,B,20042.56332776094
72,6.514983839152776,149.41369900597232,49.57722954644765,3.5928073366945474,7.734660203383357,6.356092544432347,6.977238097336075,Ecuador,0.12550074162546387,B,19967.000084558702
73,6.252311060268294,151.49694413463772,50.10523918764634,3.2949206337276946,10.629704779704268,6.198144938312575,6.310471670944364,Ecuador,0.3910155934913645,B,20073.347830585368
74,8.57080352107064,150.0798015557417,48.82834003871436,4.800782958130339,7.146170906522224,6.051116653913188,6.371359610517581,Ecuador,0.4058615921301386,A,20066.397562955786
75,8.33501652065324,151.45735039617176,50.67972370004548,5.387540042360468,8.312462916412835,5.795615770394036,4.945153563144178,Ecuador,0.4573011977584841,C,19952.259042618625
76,8.682717657477465,150.6855768904997,50.163104487399494,3.9709496591265503,8.066232585565391,7.619329336121332,7.105204482695366,Ecuador,0.9399361239330043,B,19974.52725899622
77,7.111453913311732,149.9899722006757,49.28724673194145,4.066476521590057,8.460302926355713,5.581221330942148,7.002275119660736,Ecuador,0.15677643623035942,C,20033.384840997856
78,7.1014278660526875,149.35390275997878,49.65551875496783,6.953874422897772,9.382522051112987,7.7214655804945735,6.552849874278667,Ecuador,0.5249664734466095,A,19967.548971171553
79,7.5011961452820195,149.30792823895388,49.341496287382625,5.349571388880337,6.454671698738334,7.7657840632560795,6.913854204693212,Costa Rica,0.04756102588723132,A,19984.913598674426
80,8.796545038729894,149.9931617242857,50.355946347266574,5.004840654873842,8.029475250387108,7.019482380312952,6.249049193855389,Colombia,0.7447277608996367,C,20025.978021701943
81,7.211060047045725,150.8275588172631,49.397297906487466,2.8744613002944255,8.319923624813583,7.297542747167638,6.030331133192346,Costa Rica,0.7739430200780525,C,19969.902491092947
82,8.351286096376674,151.60520161978428,48.31448083606158,4.315501603324007,8.373745171423456,6.893166395325388,5.945683224423269,Costa Rica,0.834587032360436,A,20003.207025299955
83,9.144465371208895,149.46736103164196,50.19375553642349,5.675240636027448,7.503207187898969,7.6111528580090155,5.969326200355025,Costa Rica,0.5198148564508355,B,20067.85306968005
84,7.277020820902815,151.44952089733488,51.02101620858891,6.939510692278313,8.236788713126924,7.7717326880671145,5.550792138806647,Costa Rica,0.8684170031167762,A,19928.76376435425
85,8.627347438736411,151.20766508883565,51.504998418901536,4.746324382174967,7.297280400976101,6.186844385301944,5.73916212285236,Costa Rica,0.009748185093758521,C,20023.35424630661
86,10.572875757450772,149.2911645990683,48.80948762867263,5.105062588842066,6.734138426040301,6.55471759081241,6.895497650891206,Ecuador,0.6935136457588976,C,20018.64288876439
87,7.181025102303153,149.51452406087273,50.16657213504499,6.86143758929003,7.24522731544897,6.772941945574728,6.6666842182619535,Ecuador,0.7224920144915892,B,20043.549535292685
88,7.138828621048696,151.99469668090236,49.79897792196679,3.912032384570587,5.578777726916188,7.81179606825383,6.1445161513504924,Costa Rica,0.25830011703762823,A,19939.825825531454
89,7.469503824359099,149.939042517652,50.35953841731257,3.6729090872854435,9.920717712647393,6.926710772991639,6.866336904792504,Costa Rica,0.06888127684919898,A,19900.629706429085
90,6.421510924028544,150.02024016277127,51.72029031394166,4.3918348191389995,6.479055229235916,7.707996372925301,6.775627454317773,Ecuador,0.7812874975049378,C,20071.123083692044
91,7.789219922570418,151.02493352293487,50.14880438706677,5.017646185941745,8.732362797758466,6.773619798039566,7.229427838460041,Ecuador,0.10812758946676793,C,19974.5848803826
92,7.780015035111553,151.1360892118692,49.83441126307682,4.995135364048151,7.598236848520985,7.228118020951797,5.033193033307654,Ecuador,0.3985601547793606,C,20101.39668564528
93,8.734643333844103,151.2605473790667,49.94950889073914,4.441212679882966,9.097791748504166,7.185639258736325,6.275259160386501,Colombia,0.5782897723322199,B,20101.149510375413
94,6.93316761397557,149.8005834152519,50.68019902536946,3.4175607328358986,5.379921700893388,6.405623404379751,5.10292964554227,Ecuador,0.5317111534074752,C,20023.641430094263
95,8.409582882583711,149.0445148294613,51.04814333131736,4.164791222969104,9.483970852189714,7.150609689258537,6.6771415026176175,Costa Rica,0.6815018839569525,B,19968.943307183854
96,8.40262962882841,150.3333824400326,51.26299553432827,5.251171720499799,7.6214075198704645,6.122144869219047,5.968959647885368,Ecuador,0.404982119282178,B,19997.62013162494
97,7.997139775172996,149.42405791799283,49.9048979554329,4.693127406461015,8.490219875139188,6.271889096924271,6.769616499567736,Costa Rica,0.739141408868407,A,20105.524649556417
98,8.113885315463678,149.20342261648432,49.16093018629287,5.91495014102123,9.697830882065293,6.534241585693293,7.632553823348655,Costa Rica,0.1475466612494819,A,19862.86979156169
99,7.804699163088391,148.64500015279987,48.35605291456851,3.562778977087927,7.9708102812003645,6.163669342719484,6.8282881149409675,Ecuador,0.9808127451569508,A,19965.08839846073
100,7.04576133867076,149.41962212476375,51.39830573894758,2.3973433155584454,8.159571740813039,6.328613743650338,6.243774947309944,Ecuador,0.5861133320274943,C,20078.884102658696
101,9.626896677173331,150.99677514784463,49.85687338721611,5.354589044908515,8.48729460964691,6.2884887300513785,6.192718219920945,Ecuador,0.2812273310911262,A,20059.676406665203
102,7.222281730319242,149.76199876073915,50.10959743280154,4.276952052771497,6.068560296727824,6.672019048221877,6.561531614987116,Costa Rica,0.5151743518134166,A,20059.2228680778
103,8.657842730830215,151.26409559173993,49.5489784279487,5.779565976000598,9.67312053445981,6.746427014050879,6.669326242351771,Ecuador,0.38777883758340226,B,19973.1891105571
104,9.170468032762441,151.7859840221274,51.666311014859275,4.058369854083658,7.228181468147207,7.050582528621249,6.084657955116271,Ecuador,0.6865454352209438,A,20006.898411201826
105,6.2166330517689925,149.42874300831025,48.12487749297847,6.079802394820985,9.346987635524627,6.1667438142224995,6.904605808769341,Ecuador,0.3979074257764763,A,20067.691578122278
106,9.661656667444525,149.6141966068948,50.13790628239828,4.194848657809926,7.645375822312872,7.358831228783913,6.704612301272409,Ecuador,0.8631638017161974,A,19917.868053116526
107,6.3441550091225025,148.86139191812092,49.705137110884856,4.100742817218361,7.83775545876033,6.628837709724267,6.875055037686568,Costa Rica,0.516131693017423,C,20110.595763510344
108,6.830528257581701,151.56477164593198,50.765976866819706,3.5062089103150553,7.762504861941528,7.069889123019742,5.61714238846578,Ecuador,0.4416136668444238,B,20091.82390367506
109,7.396661649348507,148.99331285617902,50.70347537119225,7.030053108804681,8.047419286712515,6.465826254380138,5.969992017155233,Ecuador,0.06537162270472208,B,19980.303004044214
110,6.952636387278149,151.11979216432317,52.15369696182059,3.92374876045156,8.701664662941496,6.340352876092451,6.809616669539796,Costa Rica,0.07622318235721004,C,19971.743070462435
111,6.677828046239183,151.00389669589876,49.10742696831202,4.978814778193621,7.250578875086631,6.470065227676555,6.202711374017766,Colombia,0.71295068219688,B,19963.41969033901
112,7.8091917586538395,148.92021997589222,50.31857977259654,4.688195756360577,7.052970782663545,6.152775144633798,5.462406463585893,Ecuador,0.7641357691172512,A,20033.50328942063
113,8.66006952354049,150.72950352690566,48.48104223370469,4.967333343416234,7.419551616113168,6.393199285018784,5.335440893727577,Costa Rica,0.25439816261091364,C,20037.14547398387
114,6.376889526594655,149.21229400230445,50.178268344127446,4.9645517124615886,8.079031302336274,7.411703271502205,6.224336608999073,Ecuador,0.727743229502965,C,20052.63981095565
115,8.004902624447114,150.9741082872765,50.956987889240146,5.107491744973563,9.040821174691526,6.205800180375295,6.747639753947353,Costa Rica,0.44623688583204757,C,19893.112211253512
116,6.04898224310282,149.70731788159827,50.234626173867845,4.755209251208647,9.454366949925088,6.567925452837833,6.028780701288421,Costa Rica,0.1711248984871615,B,19931.70275800254
117,9.885869717190072,150.254850667903,49.12721289312968,5.2805942853672985,9.351438939233198,7.835449832775905,6.04180091161582,Ecuador,0.03648253729091988,C,20120.695864414818
118,8.091544169675895,149.62851016775357,50.22794078268962,4.358254533949723,8.223638702638064,6.1477218489256975,6.307525048958753,Ecuador,0.43306004890643535,C,19883.364465157214
119,7.183768673763344,149.87611327697365,50.059636890377206,4.403542627022901,5.859684551815734,6.275347878623396,6.182605531478215,Ecuador,0.7108990931667526,B,20029.19542091326
120,5.707637512596952,147.65735732386008,50.50035786824518,4.286982401715839,6.65626752934558,6.580281364394825,6.762271384171548,Colombia,0.5216185133655304,A,20033.345262166942
121,8.542908470068166,148.87105727084264,50.52904189316681,5.218237936598278,7.9119480788662555,6.156376453043165,5.2112843044766874,Ecuador,0.562484681663897,C,19990.423397277274
122,7.350192500643617,150.7660305422212,50.95884782378219,7.1292179383111325,8.416934115522324,7.716742374646897,5.821599952883573,Ecuador,0.6257374911546202,A,19968.84628954537
123,9.675346826618943,151.44005896679167,48.58407532780214,5.180643522396237,10.097252806926136,6.454044688905673,7.482700914367989,Ecuador,0.25359515690581724,A,20063.750094262035
124,8.641856341205285,151.18371839481404,50.163674544185085,3.488853683582599,8.423781149976257,6.752406542803682,5.999944386021483,Costa Rica,0.0722689363665705,A,20034.890720113905
125,9.066294903264378,148.53300834479077,52.10433421192026,3.3612804724511935,9.806875690883409,7.4250266661661986,5.547328917971595,Ecuador,0.8104961072699621,A,20047.33798534622
126,7.717023027230542,149.28596441728553,49.98849609873212,3.8317265315471354,7.60570686497808,6.211150732167435,6.615848872300383,Ecuador,0.03033961692058007,B,20092.876912972966
127,7.456730444947401,151.47085731977108,48.474245876726016,5.478230646646877,9.824776242097002,6.713996782258869,5.054971075516481,Costa Rica,0.9919532418347833,C,19869.44291056844
128,7.308225699082695,149.1773555834408,51.06601009648262,4.774201873073174,8.608402954551806,7.3701649733000645,4.363349942659833,Ecuador,0.596149287479616,A,19919.650444029005
129,8.496616743939216,152.39450961166497,50.359121516964144,5.047588931407567,8.513383963697171,6.419333982183961,6.425082757619105,Costa Rica,0.52277252007943,A,20024.076203455155
130,8.954520038106365,151.28851265753565,48.70601390288474,5.366744231688839,8.710045528194335,6.8649153599963055,6.459445940838117,Costa Rica,0.9136863136447902,C,20108.629684960186
131,9.637426375805115,147.60907150944237,49.060769376603254,3.494739494667122,8.34095833158555,6.537639440871136,4.876709291307777,Ecuador,0.30550565852251543,A,19981.371137474674
132,8.341893311452722,149.21822887963262,50.89390340608052,4.6785394461075205,8.274030513993813,6.712209318707174,6.73375842129842,Ecuador,0.9357790751854331,C,20008.770822821032
133,7.344462263531136,150.06070599782527,51.02782078432497,3.8647312789638804,4.768780646887436,6.288381536179226,6.035102419073136,Costa Rica,0.9667502953241446,C,20036.210048836267
134,7.254926128227944,151.4851081659435,49.12033020092608,3.705952608494983,6.244240470682068,6.751856447586668,6.2405039900949815,Ecuador,0.9882386089354962,B,19975.30358741942
135,8.234960091470498,150.50982942321528,51.13812227100546,5.63745441492868,8.053005667628682,7.094164448276219,6.953642225203824,Ecuador,0.27144212473365503,C,20050.895330918476
136,9.118263041045223,149.99283755039156,48.785752176217294,3.8548131408507835,9.12807042579838,5.393563412189011,6.336529809712175,Ecuador,0.6546786606683157,C,20003.063439349866
137,6.606671715546815,150.25085899275606,49.41707172522374,3.152001484056883,8.298417689033679,6.274374850246813,5.68828495835513,Ecuador,0.7454361820924889,A,19972.651320722358
138,8.897190966642313,150.29009776534554,49.96071077704237,5.963666534983953,7.744534355789577,6.317864948623096,6.893005594045001,Costa Rica,0.1688006611909385,A,19933.757455731313
139,6.08634798103944,149.19214110964194,50.57280548116367,4.172811187518805,6.9771045304448505,6.916080707041304,6.814716570577501,Colombia,0.8960590439518633,A,19977.011101563123
140,5.302983261678177,147.59551641053028,48.81433300462745,5.887143049269636,6.492259424867621,7.048850534541193,6.547070304804339,Ecuador,0.6307492196176351,C,19979.09063316202
141,8.007973578069981,150.52914708350383,48.94971300183782,5.870295768428884,5.162617893318654,5.990684684069422,5.0546901211724915,Colombia,0.9687695639544528,C,19933.551310321127
142,7.285605983623308,150.9167826423088,50.41884761001944,6.351487608407836,8.584623395735589,6.607358079539068,6.6412888112480415,Ecuador,0.35312643853014103,A,20003.20301161319
143,7.417675564179602,149.12975577025256,49.8427734587123,8.23396828841837,8.106042249404375,6.56216032989698,4.053357267315802,Ecuador,0.7796567908938428,C,20043.252164499758
144,6.275493157272238,151.4230333089523,50.17240661627507,4.976057477423552,7.171720079846821,8.00795639493257,7.4409731222335225,Costa Rica,0.2505670348190049,B,19961.548757568915
145,7.576498056639729,149.41842387482055,49.869112975506596,6.246109798635018,5.988831973526322,6.5968135565164765,6.439241847985641,Costa Rica,0.0635612473988234,C,19966.3227030136
146,7.52056898676506,150.04988605540032,49.07395280479379,3.2427715061756706,8.676652262588636,6.25415394209018,6.8242167611512174,Ecuador,0.33165457429619727,A,20040.40898859083
147,7.578998589027153,149.95648739417618,48.78031159773576,4.960928358781114,8.655959967820335,5.889867623173914,5.35504771525438,Colombia,0.21782074293213005,C,20021.13281403054
148,11.191852016167072,150.25602213231855,50.119257354092234,4.942644185466527,9.250504101677947,5.679063812921214,5.451147207133155,Ecuador,0.40419229462208306,A,19988.979716585633
149,7.067041175838938,150.28221566013087,49.64071851195451,4.925817079040155,9.015372884832786,7.415254714460408,7.067608574060426,Ecuador,0.5607547246127463,B,19961.863421626043
150,6.515636383266365,149.99408855317606,49.5313211341884,4.855611102547821,7.474711880649919,7.301821214978939,6.415761131637833,Ecuador,0.45835460952704143,A,20047.86521993498
151,7.692636490218484,151.67128228268166,50.31745220777294,6.540245657950467,9.068931174004966,8.00183065721785,4.951645677411037,Ecuador,0.0835115729549355,C,19950.088793468334
152,8.131913785211875,149.2670976650529,51.435970891748866,5.208399768269204,10.35028913815451,6.044938995180122,6.409633278744433,Colombia,0.1612692532595167,C,19975.638343505343
153,8.453559996288957,149.82850497442277,50.74921988420789,4.004270243558238,8.071886833073837,5.852560814900666,5.388556849680834,Colombia,0.6548124816839228,B,20024.80417821412
154,9.059525101387418,148.8725654258149,49.536238368725044,4.2944502536657145,7.350340395893315,7.234774539539197,6.882664377983582,Ecuador,0.8722930030047488,A,19921.702014640006
155,8.814752151522958,149.6869949026908,50.81803476752739,4.731739189539162,7.994369003792488,5.865808180222002,5.751522635052611,Colombia,0.6888666347841177,C,20029.70073999689
156,6.467351416132119,152.6414826373928,49.919455022659236,4.935392887312073,8.947008867766419,7.740577197381795,5.900005414744209,Ecuador,0.5000626818389096,C,20036.870125828475
157,7.826217227791271,150.72768670948884,50.50549869050155,5.342501924302564,7.206505871340885,6.738780944246739,7.216514856072588,Ecuador,0.10588495318911839,A,20019.635258243477
158,7.546477286061149,150.19343278393674,49.532951557791776,3.9226457299080604,7.515806346038648,7.455939558149167,5.98073865843449,Ecuador,0.5411944547086865,B,19945.783457745885
159,7.150574008190335,150.30176979041693,49.75692537975719,6.540530543035509,7.162200477306228,6.182755217560777,6.512738578540497,Colombia,0.6668421078345717,B,20050.335413460987
160,7.735951361329139,151.01705035596768,50.088831465073596,4.248683746806532,6.176418474066153,5.865328483520936,7.079627744569723,Costa Rica,0.15449066712124326,C,19905.95383057317
161,9.304524865094024,152.60085088366546,48.98360445196565,4.30676960314899,9.511144753167242,6.083340018492432,5.422203150222346,Costa Rica,0.8660206068852189,C,19989.31186434178
162,5.729675913152045,149.91145963246743,50.50708511495485,4.810861112253745,7.954428510396441,6.8301540191790835,6.759453718497371,Costa Rica,0.756553222916421,B,20040.0537879191
163,7.735126850314786,150.77300062878822,49.47008625822479,5.747072869991499,7.981835926271532,7.2961150625712445,5.014351322549989,Colombia,0.2083511578911812,C,20027.94457105011
164,7.983093551394991,149.49550418134027,49.50876651665952,5.634391391412354,10.288529322344065,6.5018362755954735,5.7663299848349565,Ecuador,0.13597210649675318,A,20025.341701175337
165,6.877387739096487,152.27740565691334,49.79152939907286,5.36444539353815,8.22255463016725,7.01121474855932,7.328329202688523,Ecuador,0.7098759447740834,B,20019.101212587146
